Bos_taurus	Capra_hircus	Ovis_aries	Homo_sapiens	Chlorocebus_sabaeus	name
ENSBTAT00000052841	XM_018061620.1	ENSOART00000002585	ENST00000409959	ENSCSAT00000001319	ENSG00000121210_TMEM131L
ENSBTAT00000064416		ENSOART00000001346	ENST00000331320	ENSCSAT00000007463	ENSG00000182979_MTA1
ENSBTAT00000033883	XM_018046074.1	ENSOART00000022886	ENST00000271715	ENSCSAT00000016726	ENSG00000143442_POGZ
ENSBTAT00000016537	XM_018049776.1	ENSOART00000012999	ENST00000382543	ENSCSAT00000014111	ENSG00000196526_AFAP1
ENSBTAT00000006804	XM_018055337.1	ENSOART00000001522	ENST00000315099	ENSCSAT00000003983	ENSG00000178750_STX19
ENSBTAT00000000493	XM_005687280.1	ENSOART00000006964	ENST00000292035	ENSCSAT00000012993	ENSG00000160563_MED27
ENSBTAT00000026928	XM_005699206.3	ENSOART00000008334	ENST00000372912	ENSCSAT00000006841	ENSG00000166343_MSS51
ENSBTAT00000007860	XM_018049319.1	ENSOART00000003717	ENST00000226299	ENSCSAT00000014589	ENSG00000002549_LAP3
ENSBTAT00000027294	XM_018053127.1	ENSOART00000012672	ENST00000369162	ENSCSAT00000012766	ENSG00000112249_ASCC3
ENSBTAT00000018877	XM_018046138.1	ENSOART00000000743	ENST00000368704	ENSCSAT00000016673	ENSG00000188643_S100A16
ENSBTAT00000016488	XM_018048887.1		ENST00000341255	ENSCSAT00000019376	ENSG00000188636_RTL6
ENSBTAT00000020075	XM_018056177.1		ENST00000494426	ENSCSAT00000014234	ENSG00000169583_CLIC3
ENSBTAT00000010295	XM_018058585.1	ENSOART00000006112	ENST00000220616	ENSCSAT00000007957	ENSG00000042832_TG
ENSBTAT00000046840	XM_018056554.1	ENSOART00000014750	ENST00000382374	ENSCSAT00000016149	ENSG00000165487_MICU2
ENSBTAT00000063400	XM_005689367.1	ENSOART00000005973	ENST00000236826	ENSCSAT00000001237	ENSG00000118113_MMP8
ENSBTAT00000002335	XM_005692384.3	ENSOART00000006447	ENST00000308018	ENSCSAT00000001961	ENSG00000128626_MRPS12
ENSBTAT00000009283	XM_018043328.1	ENSOART00000011718	ENST00000377264	ENSCSAT00000005447	ENSG00000110046_ATG2A
ENSBTAT00000060948	XM_018053060.1	ENSOART00000010685	ENST00000368802	ENSCSAT00000013665	ENSG00000009413_REV3L
	XM_018059922.1		ENST00000340990	ENSCSAT00000012323	ENSG00000159346_ADIPOR1
ENSBTAT00000017382	XM_018060015.1	ENSOART00000002735	ENST00000367188	ENSCSAT00000018278	ENSG00000158615_PPP1R15B
ENSBTAT00000047228	XM_005686374.3	ENSOART00000012623	ENST00000634650	ENSCSAT00000013401	ENSG00000144036_EXOC6B
ENSBTAT00000063204	XM_018043622.1	ENSOART00000019273	ENST00000633930	ENSCSAT00000009291	ENSG00000204131_NHSL2
ENSBTAT00000023446	XM_018040808.1	ENSOART00000018679	ENST00000248114	ENSCSAT00000009241	ENSG00000127554_GFER
ENSBTAT00000061378	XM_005680003.3	ENSOART00000020600	ENST00000267102	ENSCSAT00000004198	ENSG00000139636_LMBR1L
ENSBTAT00000016932	XM_005693437.3	ENSOART00000003511	ENST00000225296	ENSCSAT00000010826	ENSG00000005100_DHX33
ENSBTAT00000006213	XM_018054066.1	ENSOART00000023051	ENST00000556626	ENSCSAT00000011558	ENSG00000070182_SPTB
ENSBTAT00000044441	XM_018049822.1	ENSOART00000016958	ENST00000423729	ENSCSAT00000013774	ENSG00000185818_NAT8L
ENSBTAT00000035154	XM_018064412.1	ENSOART00000017089	ENST00000174618	ENSCSAT00000011867	ENSG00000070444_MNT
ENSBTAT00000008001	XM_018063897.1	ENSOART00000014820	ENST00000535032	ENSCSAT00000002454	ENSG00000141219_C17orf80
ENSBTAT00000005773	XM_018057606.1	ENSOART00000017484	ENST00000355937	ENSCSAT00000018430	ENSG00000101166_PRELID3B
	XM_013962880.2		ENST00000361360	ENSCSAT00000019519	ENSG00000198914_POU3F3
ENSBTAT00000039356	XM_018057363.1	ENSOART00000018360	ENST00000338244	ENSCSAT00000011475	ENSG00000089057_SLC23A2
ENSBTAT00000000859	XM_018039658.1	ENSOART00000004588	ENST00000427363	ENSCSAT00000016344	ENSG00000131196_NFATC1
ENSBTAT00000027095	XM_018059019.1	ENSOART00000012868	ENST00000263847	ENSCSAT00000004130	ENSG00000110048_OSBP
			ENST00000380224		ENSG00000183251_OR51B4
ENSBTAT00000004487	XM_005688976.3	ENSOART00000015098	ENST00000297313	ENSCSAT00000012778	ENSG00000147509_RGS20
ENSBTAT00000019992	XM_018047657.1	ENSOART00000017840	ENST00000550804	ENSCSAT00000003497	ENSG00000012822_CALCOCO1
ENSBTAT00000002383	XM_018047083.1	ENSOART00000005337	ENST00000338523	ENSCSAT00000012286	ENSG00000086300_SNX10
ENSBTAT00000023407	XM_005677469.3	ENSOART00000001918	ENST00000368575	ENSCSAT00000016630	ENSG00000143545_RAB13
ENSBTAT00000000040	XM_005694639.3	ENSOART00000007016	ENST00000381070	ENSCSAT00000014065	ENSG00000153015_CWC27
ENSBTAT00000055329	XM_018064414.1	ENSOART00000017434	ENST00000397195	ENSCSAT00000011851	ENSG00000007168_PAFAH1B1
ENSBTAT00000027713	XM_005688286.3	ENSOART00000014270	ENST00000370592	ENSCSAT00000014101	ENSG00000171858_RPS21
ENSBTAT00000016090	XM_018046980.1	ENSOART00000020228	ENST00000393376	ENSCSAT00000008668	ENSG00000008311_AASS
ENSBTAT00000027792			ENST00000276201	ENSCSAT00000016447	ENSG00000125351_UPF3B
ENSBTAT00000025362	XM_018061638.1	ENSOART00000017839	ENST00000311277	ENSCSAT00000001288	ENSG00000164114_MAP9
ENSBTAT00000019202	XM_018057593.1	ENSOART00000015744	ENST00000331758	ENSCSAT00000013862	ENSG00000184402_SS18L1
ENSBTAT00000052066	XM_013962552.2	ENSOART00000021159	ENST00000369784	ENSCSAT00000016968	ENSG00000162775_RBM15
ENSBTAT00000063889	XM_018045641.1		ENST00000423312	ENSCSAT00000007824	ENSG00000066735_KIF26A
ENSBTAT00000066282	XM_018056245.1		ENST00000392827	ENSCSAT00000019771	ENSG00000212864_RNF208
ENSBTAT00000061142	XM_013964602.2	ENSOART00000013980	ENST00000381782	ENSCSAT00000015158	ENSG00000179299_NSUN7
ENSBTAT00000039310	XM_018057645.1	ENSOART00000020302	ENST00000381812	ENSCSAT00000008670	ENSG00000125775_SDCBP2
ENSBTAT00000047402	XM_018053554.1	ENSOART00000020556	ENST00000309731	ENSCSAT00000011843	ENSG00000175318_GRAMD2A
ENSBTAT00000057413	XM_018039001.1	ENSOART00000011469	ENST00000371383	ENSCSAT00000010645	ENSG00000112796_ENPP5
ENSBTAT00000013018	NM_001287560.1	ENSOART00000017650	ENST00000423465	ENSCSAT00000009841	ENSG00000099246_RAB18
ENSBTAT00000018858	XM_018054280.1	ENSOART00000022704	ENST00000561186	ENSCSAT00000010106	ENSG00000157450_RNF111
ENSBTAT00000021588	XM_018047104.1	ENSOART00000009522	ENST00000434476	ENSCSAT00000012554	ENSG00000136193_SCRN1
ENSBTAT00000036044	XM_018046979.1	ENSOART00000022401	ENST00000296252	ENSCSAT00000012094	ENSG00000163898_LIPH
ENSBTAT00000005511	XM_005688087.3	ENSOART00000005628	ENST00000246006	ENSCSAT00000009149	ENSG00000125810_CD93
	XM_018067242.1	ENSOART00000022666	ENST00000449534	ENSCSAT00000004563	ENSG00000237412_PRSS56
ENSBTAT00000005210			ENST00000379504	ENSCSAT00000006446	ENSG00000175662_TOM1L2
ENSBTAT00000025947	XM_018058229.1	ENSOART00000022578	ENST00000287600	ENSCSAT00000004676	ENSG00000156973_PDE6D
ENSBTAT00000045616	XM_018047900.1	ENSOART00000021371	ENST00000437801	ENSCSAT00000004821	ENSG00000184613_NELL2
ENSBTAT00000028775	XM_005676405.3	ENSOART00000019944	ENST00000316386	ENSCSAT00000008363	ENSG00000163600_ICOS
ENSBTAT00000016992	XM_005690529.3	ENSOART00000019406	ENST00000272091	ENSCSAT00000014426	ENSG00000143751_SDE2
ENSBTAT00000017959	XM_013962365.2	ENSOART00000000357	ENST00000295367	ENSCSAT00000018492	ENSG00000163209_SPRR3
ENSBTAT00000012349	XM_018065861.1	ENSOART00000008157	ENST00000392634	ENSCSAT00000007810	ENSG00000203485_INF2
ENSBTAT00000026613	XM_018055703.1	ENSOART00000015929	ENST00000256722	ENSCSAT00000005075	ENSG00000134326_CMPK2
ENSBTAT00000004355	XM_005681926.3	ENSOART00000011346	ENST00000511148	ENSCSAT00000014585	ENSG00000249581_CLRN2
	XM_018046522.1	ENSOART00000000653	ENST00000496817	ENSCSAT00000016678	ENSG00000197956_S100A6
ENSBTAT00000016089	XM_018056207.1	ENSOART00000000991	ENST00000406427	ENSCSAT00000014937	ENSG00000130653_PNPLA7
ENSBTAT00000020797	XM_005686253.3	ENSOART00000015218	ENST00000488633	ENSCSAT00000015465	ENSG00000144021_CIAO1
	XM_018054085.1	ENSOART00000023019	ENST00000325642	ENSCSAT00000012292	ENSG00000100614_PPM1A
ENSBTAT00000019523	XM_018064053.1	ENSOART00000007439	ENST00000290295	ENSCSAT00000000532	ENSG00000159184_HOXB13
ENSBTAT00000022721	XM_018064765.1	ENSOART00000000108	ENST00000321105	ENSCSAT00000006102	ENSG00000177302_TOP3A
ENSBTAT00000045234	XM_018066174.1	ENSOART00000014644	ENST00000267615	ENSCSAT00000009312	ENSG00000100605_ITPK1
ENSBTAT00000056377	XM_018045969.1	ENSOART00000022050	ENST00000393203	ENSCSAT00000016833	ENSG00000134247_PTGFRN
ENSBTAT00000046091	XM_005697529.3	ENSOART00000012553	ENST00000321998	ENSCSAT00000005878	ENSG00000167186_COQ7
ENSBTAT00000025863	XM_005682783.2	ENSOART00000007274	ENST00000316308	ENSCSAT00000006656	ENSG00000113240_CLK4
ENSBTAT00000022415		ENSOART00000015682	ENST00000225577	ENSCSAT00000003929	ENSG00000108443_RPS6KB1
ENSBTAT00000014154	XM_005679432.3	ENSOART00000002330	ENST00000354725	ENSCSAT00000008267	ENSG00000197157_SND1
ENSBTAT00000046569	XM_013973012.2	ENSOART00000000716	ENST00000258873	ENSCSAT00000012962	ENSG00000103740_ACSBG1
ENSBTAT00000006906	XM_018052405.1	ENSOART00000009853	ENST00000304195	ENSCSAT00000005675	ENSG00000172159_FRMD3
ENSBTAT00000030108	XM_018046544.1	ENSOART00000010907	ENST00000367974	ENSCSAT00000000699	ENSG00000188931_CFAP126
ENSBTAT00000024587	XM_018046192.1	ENSOART00000002776	ENST00000368485	ENSCSAT00000016584	ENSG00000160712_IL6R
ENSBTAT00000016935	XM_018043508.1	ENSOART00000002769	ENST00000347936	ENSCSAT00000007643	ENSG00000110628_SLC22A18
ENSBTAT00000000926	XM_018059475.1	ENSOART00000018703	ENST00000299424	ENSCSAT00000002381	ENSG00000166337_TAF10
ENSBTAT00000013144	XM_018040613.1	ENSOART00000019630	ENST00000301729	ENSCSAT00000008820	ENSG00000167969_ECI1
ENSBTAT00000005068		ENSOART00000007079	ENST00000269489	ENSCSAT00000016296	ENSG00000197641_SERPINB13
ENSBTAT00000021649	XM_005680470.3	ENSOART00000013239	ENST00000261208	ENSCSAT00000001611	ENSG00000084110_HAL
ENSBTAT00000007147	XM_018053845.1	ENSOART00000003776	ENST00000354366	ENSCSAT00000009532	ENSG00000119720_NRDE2
ENSBTAT00000035087	XM_005693489.3	ENSOART00000013405	ENST00000158762	ENSCSAT00000009881	ENSG00000072818_ACAP1
ENSBTAT00000014574	XM_005682941.2	ENSOART00000015090	ENST00000265334	ENSCSAT00000011696	ENSG00000006837_CDKL3
ENSBTAT00000024135	XM_018047784.1	ENSOART00000019068	ENST00000262053	ENSCSAT00000003991	ENSG00000123268_ATF1
ENSBTAT00000021734	XM_018041292.1	ENSOART00000018510	ENST00000361464	ENSCSAT00000003540	ENSG00000198408_MGEA5
ENSBTAT00000046291	XM_005685459.3	ENSOART00000021743	ENST00000471027	ENSCSAT00000004919	ENSG00000166922_SCG5
ENSBTAT00000024188	XM_018065402.1	ENSOART00000017987	ENST00000583617	ENSCSAT00000000129	ENSG00000178927_C17orf62
ENSBTAT00000045509	XM_005684045.3	ENSOART00000010448	ENST00000379819	ENSCSAT00000007971	ENSG00000137074_APTX
ENSBTAT00000002312	XM_018051484.1	ENSOART00000009727	ENST00000252575	ENSCSAT00000003196	ENSG00000130287_NCAN
ENSBTAT00000024325	XM_005685928.2	ENSOART00000022982	ENST00000247219	ENSCSAT00000012692	ENSG00000182521_TBPL2
ENSBTAT00000021390	XM_005691213.2	ENSOART00000010924	ENST00000296575	ENSCSAT00000001469	ENSG00000164161_HHIP
ENSBTAT00000019690	NM_001285723.1	ENSOART00000019111	ENST00000373691	ENSCSAT00000009304	ENSG00000186810_CXCR3
ENSBTAT00000028520	XM_018054619.1	ENSOART00000020930	ENST00000382708	ENSCSAT00000014270	ENSG00000092010_PSME1
ENSBTAT00000052615	XM_018053895.1	ENSOART00000003128	ENST00000541158	ENSCSAT00000009752	ENSG00000165409_TSHR
ENSBTAT00000007434	XM_018062428.1	ENSOART00000007288	ENST00000352632	ENSCSAT00000001716	ENSG00000160460_SPTBN4
ENSBTAT00000047622	XM_018061486.1	ENSOART00000004805	ENST00000379205	ENSCSAT00000001240	ENSG00000205208_C4orf46
ENSBTAT00000000187	XM_005699173.3	ENSOART00000007782	ENST00000307365	ENSCSAT00000006616	ENSG00000168209_DDIT4
ENSBTAT00000013304	XM_018042020.1	ENSOART00000010094	ENST00000004531	ENSCSAT00000014845	ENSG00000003989_SLC7A2
ENSBTAT00000004879	XM_018044270.1	ENSOART00000006532	ENST00000371514	ENSCSAT00000017249	ENSG00000116171_SCP2
ENSBTAT00000026127	XM_005685399.3	ENSOART00000014060	ENST00000555835	ENSCSAT00000014750	ENSG00000258818_RNASE4
ENSBTAT00000049743	XM_018066087.1	ENSOART00000009902	ENST00000397954	ENSCSAT00000004459	ENSG00000114062_UBE3A
	XM_018041099.1	ENSOART00000018738	ENST00000368586	ENSCSAT00000002367	ENSG00000171811_CFAP46
	XM_018041589.1	ENSOART00000011477	ENST00000298492	ENSCSAT00000002547	ENSG00000165660_ABRAXAS2
ENSBTAT00000053816	XM_018050392.1	ENSOART00000014913	ENST00000395044		ENSG00000213585_VDAC1
ENSBTAT00000027678	XM_013975837.2	ENSOART00000015286	ENST00000541867	ENSCSAT00000000166	ENSG00000183715_OPCML
ENSBTAT00000007094	XM_018049561.1	ENSOART00000014599	ENST00000507544	ENSCSAT00000002853	ENSG00000163626_COX18
ENSBTAT00000015663	XM_018039064.1	ENSOART00000012072	ENST00000229812	ENSCSAT00000008365	ENSG00000112079_STK38
ENSBTAT00000015746	XM_018050011.1	ENSOART00000019767	ENST00000308234	ENSCSAT00000013444	ENSG00000174136_RGMB
ENSBTAT00000063922	XM_018056882.1	ENSOART00000003261	ENST00000253063	ENSCSAT00000017524	ENSG00000130766_SESN2
		ENSOART00000019623	ENST00000544987	ENSCSAT00000019622	ENSG00000176896_TCEANC
ENSBTAT00000009111	XM_018038848.1	ENSOART00000013486	ENST00000376485	ENSCSAT00000006288	ENSG00000137343_ATAT1
ENSBTAT00000028693	XM_018065948.1	ENSOART00000010990	ENST00000637120	ENSCSAT00000015041	ENSG00000183571_PGPEP1L
ENSBTAT00000055491	XM_005676676.2	ENSOART00000022686	ENST00000258416	ENSCSAT00000004505	ENSG00000135930_EIF4E2
ENSBTAT00000000815	XM_005679932.2	ENSOART00000018295	ENST00000304620	ENSCSAT00000003620	ENSG00000170423_KRT78
ENSBTAT00000001360	XM_018056474.1	ENSOART00000004667	ENST00000324856	ENSCSAT00000017554	ENSG00000117713_ARID1A
ENSBTAT00000027526	XM_018057809.1	ENSOART00000022811	ENST00000341071	ENSCSAT00000017477	ENSG00000160058_BSDC1
ENSBTAT00000011445	XM_018041934.1	ENSOART00000008770	ENST00000296795	ENSCSAT00000000969	ENSG00000164342_TLR3
ENSBTAT00000008922	XM_005686030.2	ENSOART00000023096	ENST00000615788	ENSCSAT00000011071	ENSG00000133997_MED6
ENSBTAT00000025423	XM_018064225.1	ENSOART00000007863	ENST00000442241	ENSCSAT00000004346	ENSG00000073536_NLE1
ENSBTAT00000013364	XM_018056456.1	ENSOART00000000557	ENST00000325089	ENSCSAT00000018308	ENSG00000165300_SLITRK5
ENSBTAT00000026503	XM_005688873.3	ENSOART00000012024	ENST00000303924	ENSCSAT00000008769	ENSG00000170961_HAS2
ENSBTAT00000009104	XM_018038847.1	ENSOART00000013923	ENST00000376511	ENSCSAT00000006281	ENSG00000204569_PPP1R10
ENSBTAT00000005411	XM_018051849.1	ENSOART00000016466	ENST00000304519	ENSCSAT00000014987	ENSG00000171060_C8orf74
			ENST00000271971	ENSCSAT00000008502	ENSG00000135773_CAPN9
ENSBTAT00000016570	XM_005695108.3		ENST00000557943	ENSCSAT00000012775	ENSG00000140374_ETFA
ENSBTAT00000001313	XM_005679342.3	ENSOART00000018866	ENST00000223324		ENSG00000106591_MRPL32
ENSBTAT00000012306	XM_005699182.3	ENSOART00000007983	ENST00000373032	ENSCSAT00000006676	ENSG00000138308_PLA2G12B
ENSBTAT00000014446	XM_018047679.1	ENSOART00000022598	ENST00000241256	ENSCSAT00000010898	ENSG00000121853_GHSR
ENSBTAT00000024512	XM_018040775.1	ENSOART00000000323	ENST00000272928	ENSCSAT00000018887	ENSG00000144476_ACKR3
ENSBTAT00000045768	XM_013969652.2		ENST00000641726		ENSG00000180974_OR52E4
ENSBTAT00000025519	XM_013966453.2	ENSOART00000011954	ENST00000317357	ENSCSAT00000012988	ENSG00000112320_SOBP
	XM_018056306.1		ENST00000515384	ENSCSAT00000018680	ENSG00000165566_AMER2
ENSBTAT00000020771	XM_005678013.3	ENSOART00000020491	ENST00000527011	ENSCSAT00000017009	ENSG00000134215_VAV3
ENSBTAT00000047899	XM_018041830.1	ENSOART00000011278	ENST00000517860	ENSCSAT00000013934	ENSG00000157110_RBPMS
ENSBTAT00000001093	XM_018064345.1	ENSOART00000007392	ENST00000261716	ENSCSAT00000004996	ENSG00000160551_TAOK1
ENSBTAT00000001330	XM_018050059.1	ENSOART00000016513	ENST00000254035	ENSCSAT00000013059	ENSG00000131730_CKMT2
ENSBTAT00000047833	XM_005681375.3	ENSOART00000015341	ENST00000499666	ENSCSAT00000018411	ENSG00000109270_LAMTOR3
ENSBTAT00000009723	XM_018043532.1	ENSOART00000004105	ENST00000256999	ENSCSAT00000001621	ENSG00000086205_FOLH1
ENSBTAT00000035128	XM_013965712.2	ENSOART00000010476	ENST00000351797	ENSCSAT00000008924	ENSG00000055147_FAM114A2
	XM_005685801.3	ENSOART00000022889	ENST00000332408	ENSCSAT00000008638	ENSG00000185634_SHC4
ENSBTAT00000046975	XM_018046241.1	ENSOART00000004381	ENST00000302631	ENSCSAT00000016513	ENSG00000116521_SCAMP3
ENSBTAT00000022637	XM_018063680.1		ENST00000389840	ENSCSAT00000000394	ENSG00000187775_DNAH17
ENSBTAT00000014845	XM_018053504.1	ENSOART00000005609	ENST00000541970	ENSCSAT00000009935	ENSG00000071994_PDCD2
ENSBTAT00000044721	XM_018049887.1	ENSOART00000018324	ENST00000404286	ENSCSAT00000013396	ENSG00000169026_MFSD7
ENSBTAT00000029526	XM_005691478.2		ENST00000552495	ENSCSAT00000000443	ENSG00000139405_RITA1
ENSBTAT00000053747	XM_018063839.1	ENSOART00000012443	ENST00000337231	ENSCSAT00000002684	ENSG00000109089_CDR2L
ENSBTAT00000045880	XM_005682377.3	ENSOART00000019719	ENST00000252453	ENSCSAT00000004874	ENSG00000130173_ANGPTL8
ENSBTAT00000021518	XM_018058813.1	ENSOART00000013017	ENST00000370577	ENSCSAT00000011646	ENSG00000168216_LMBRD1
ENSBTAT00000024928	XM_005675352.3	ENSOART00000001162	ENST00000470487	ENSCSAT00000010610	ENSG00000173905_GOLIM4
ENSBTAT00000023402	XM_005695350.3	ENSOART00000016140	ENST00000341584	ENSCSAT00000009026	ENSG00000170099_SERPINA6
ENSBTAT00000037226	XM_018040382.1	ENSOART00000018020	ENST00000223054	ENSCSAT00000016021	ENSG00000106330_MOSPD3
ENSBTAT00000009843	XM_018061123.1	ENSOART00000014177	ENST00000344651	ENSCSAT00000000256	ENSG00000175970_UNC119B
	XM_005689830.2	ENSOART00000006962	ENST00000322101	ENSCSAT00000019446	ENSG00000176922_OR51S1
ENSBTAT00000014062	XM_018051428.1	ENSOART00000014323	ENST00000222256	ENSCSAT00000003415	ENSG00000105649_RAB3A
ENSBTAT00000013287	XM_018059260.1	ENSOART00000019510	ENST00000265651	ENSCSAT00000003400	ENSG00000110429_FBXO3
ENSBTAT00000006468	XM_018057548.1	ENSOART00000012400	ENST00000353546	ENSCSAT00000014398	ENSG00000101199_ARFGAP1
ENSBTAT00000015836	XM_018049569.1	ENSOART00000015640	ENST00000342081	ENSCSAT00000002819	ENSG00000169435_RASSF6
ENSBTAT00000006955	XM_018057814.1	ENSOART00000017297	ENST00000373874	ENSCSAT00000008092	ENSG00000118707_TGIF2
ENSBTAT00000019990	XM_018059680.1	ENSOART00000014849	ENST00000350777	ENSCSAT00000000537	ENSG00000172273_HINFP
ENSBTAT00000062934	XM_005698318.3	ENSOART00000013679	ENST00000370489	ENSCSAT00000003752	ENSG00000198018_ENTPD7
ENSBTAT00000006103	XM_018039615.1	ENSOART00000004908	ENST00000443185	ENSCSAT00000016333	ENSG00000101493_ZNF516
ENSBTAT00000040284	XM_013970459.2	ENSOART00000019918	ENST00000367261		ENSG00000117153_KLHL12
ENSBTAT00000017340	XM_018044623.1	ENSOART00000003411	ENST00000369534	ENSCSAT00000004741	ENSG00000130830_MPP1
ENSBTAT00000036622	XM_018053697.1	ENSOART00000018351	ENST00000502798	ENSCSAT00000013468	ENSG00000122012_SV2C
ENSBTAT00000026336	XM_018058993.1	ENSOART00000002410	ENST00000227665	ENSCSAT00000000734	ENSG00000110243_APOA5
ENSBTAT00000012219	XM_005684925.3	ENSOART00000004345	ENST00000367233	ENSCSAT00000011588	ENSG00000112031_MTRF1L
	XM_013967508.2		ENST00000442217	ENSCSAT00000015018	ENSG00000136710_CCDC115
	XM_018039396.1		ENST00000451882	ENSCSAT00000016350	ENSG00000226742_HSBP1L1
ENSBTAT00000021328		ENSOART00000011272	ENST00000580887	ENSCSAT00000015696	ENSG00000101608_MYL12A
ENSBTAT00000014200	XM_018051056.1	ENSOART00000017847	ENST00000309469	ENSCSAT00000005146	ENSG00000130734_ATG4D
ENSBTAT00000007277	XM_018038603.1	ENSOART00000005200	ENST00000485511	ENSCSAT00000009626	ENSG00000112640_PPP2R5D
ENSBTAT00000008650	XM_018064964.1	ENSOART00000009218	ENST00000290158	ENSCSAT00000000621	ENSG00000108424_KPNB1
ENSBTAT00000024656		ENSOART00000015331	ENST00000602676	ENSCSAT00000009697	ENSG00000104904_OAZ1
ENSBTAT00000009384	XM_005687822.3	ENSOART00000012136	ENST00000202816	ENSCSAT00000009866	ENSG00000089048_ESF1
ENSBTAT00000064715	XM_018056395.1	ENSOART00000004774	ENST00000267294	ENSCSAT00000015590	ENSG00000139800_ZIC5
ENSBTAT00000021794	XM_018063424.1		ENST00000301318	ENSCSAT00000016863	ENSG00000196867_ZFP28
ENSBTAT00000014758	XM_005698193.3	ENSOART00000016282	ENST00000371852	ENSCSAT00000018529	ENSG00000138135_CH25H
ENSBTAT00000020079	XM_013969769.2	ENSOART00000012790	ENST00000529721	ENSCSAT00000001944	ENSG00000158555_GDPD5
	XM_005694730.3	ENSOART00000009297	ENST00000264664	ENSCSAT00000014838	ENSG00000070193_FGF10
ENSBTAT00000010224	XM_018067033.1	ENSOART00000006862	ENST00000383829	ENSCSAT00000008759	ENSG00000156983_BRPF1
ENSBTAT00000055556	XM_018063052.1	ENSOART00000001249	ENST00000221665	ENSCSAT00000016801	ENSG00000179943_FIZ1
ENSBTAT00000028619	XM_018047194.1	ENSOART00000011100	ENST00000160373	ENSCSAT00000008899	ENSG00000077063_CTTNBP2
ENSBTAT00000024971	XM_005693232.3	ENSOART00000014150	ENST00000322652	ENSCSAT00000004627	ENSG00000178691_SUZ12
ENSBTAT00000022820	XM_018040716.1	ENSOART00000003009	ENST00000389902	ENSCSAT00000015771	ENSG00000011275_RNF216
ENSBTAT00000065251	XM_018056515.1	ENSOART00000016551	ENST00000619232	ENSCSAT00000015724	ENSG00000276644_DACH1
ENSBTAT00000029610	XM_005691434.3	ENSOART00000018434	ENST00000377673	ENSCSAT00000000681	ENSG00000204856_FAM216A
ENSBTAT00000017329	XM_018053797.1	ENSOART00000023021	ENST00000327720	ENSCSAT00000012276	ENSG00000184302_SIX6
ENSBTAT00000066280	XM_018048795.1	ENSOART00000018394	ENST00000402142	ENSCSAT00000004127	ENSG00000100346_CACNA1I
ENSBTAT00000022706	XM_018051375.1	ENSOART00000018579	ENST00000159087	ENSCSAT00000003642	ENSG00000074855_ANO8
ENSBTAT00000002893	XM_018057755.1	ENSOART00000012722	ENST00000252015	ENSCSAT00000009915	ENSG00000100991_TRPC4AP
ENSBTAT00000013994	XM_005678697.3	ENSOART00000021421	ENST00000354618	ENSCSAT00000017435	ENSG00000054118_THRAP3
ENSBTAT00000022340	XM_013966559.2	ENSOART00000000448	ENST00000331858	ENSCSAT00000014995	ENSG00000182747_SLC35D3
ENSBTAT00000036271	XM_018051173.1	ENSOART00000005835	ENST00000215567	ENSCSAT00000004360	ENSG00000099797_TECR
ENSBTAT00000001993	XM_005689224.3	ENSOART00000005986	ENST00000521036		ENSG00000156467_UQCRB
ENSBTAT00000030931	XM_005677071.3	ENSOART00000013719	ENST00000367821	ENSCSAT00000009150	ENSG00000143178_TBX19
	XM_018044618.1	ENSOART00000003481	ENST00000369529	ENSCSAT00000004736	ENSG00000203870_SMIM9
